_id,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
85468,36001013901,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,574,0.075449273,0.081682414,0.23491083,0.044369884,Very High,Very High,Very High,Very High,85,98,91,93,Very High,Very High,Very High,Very High,83,99,93,93,Moderate,Very High,High,High,59,94,78,79
85469,36001013901,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,338,0.078021429,0.053534824,0.18284351,0.035599999,Very High,Very High,Very High,Very High,85,84,82,85,Very High,High,Very High,Very High,84,74,85,85,Moderate,Moderate,Moderate,Moderate,59,54,59,58
85470,36001013902,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,955,0.082760818,0.080422781,0.21675411,0.042931248,Very High,Very High,Very High,Very High,86,98,89,92,Very High,Very High,Very High,Very High,85,98,91,92,Moderate,Very High,High,High,60,94,75,76
85471,36001013902,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,976,0.086246096,0.062756993,0.20483106,0.040049314,Very High,Very High,Very High,Very High,87,91,86,89,Very High,Very High,Very High,Very High,86,86,89,90,High,High,High,High,61,67,69,67
85472,36001014001,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,635,0.066908911,0.037625678,0.15349169,0.029262891,Very High,High,High,High,82,68,76,79,High,Moderate,High,High,80,50,80,79,Moderate,Low,Moderate,Moderate,54,36,54,55
85473,36001014001,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,520,0.060736258,0.041071992,0.079452813,0.020331115,High,High,High,High,80,72,61,69,High,Moderate,High,High,78,56,67,69,Moderate,Moderate,Low,Low,52,41,37,35
85474,36001014002,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,843,0.05248864,0.059253421,0.11946905,0.026010679,High,Very High,High,High,78,88,69,75,High,Very High,High,High,74,83,73,75,Moderate,High,Moderate,Moderate,46,64,46,47
85475,36001014002,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,733,0.044711545,0.020371534,0.14668979,0.024181359,High,Moderate,High,High,75,50,75,74,High,Low,High,High,71,25,79,73,Moderate,Low,Moderate,Moderate,44,24,51,43
85476,36001014100,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1396,0.11190712,0.10163204,0.26156753,0.053625353,Very High,Very High,Very High,Very High,93,100,95,98,Very High,Very High,Very High,Very High,91,100,96,97,High,Very High,Very High,Very High,78,100,90,94
85477,36001014100,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,993,0.11443188,0.054747079,0.31656489,0.055315807,Very High,Very High,Very High,Very High,93,85,99,98,Very High,High,Very High,Very High,91,76,99,98,High,Moderate,Very High,Very High,80,55,99,95
85478,36001014201,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1662,0.12153253,0.068911605,0.18619026,0.042436037,Very High,Very High,Very High,Very High,94,94,83,91,Very High,Very High,Very High,Very High,92,91,86,92,Very High,High,High,High,85,76,61,73
85479,36001014201,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1382,0.14456066,0.057215091,0.20242277,0.045626357,Very High,Very High,Very High,Very High,97,87,86,93,Very High,High,Very High,Very High,94,80,89,94,Very High,High,High,Very High,93,61,69,81
85480,36001014202,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1294,0.12677664,0.059826799,0.28439233,0.053477108,Very High,Very High,Very High,Very High,95,89,97,98,Very High,Very High,Very High,Very High,93,83,98,97,Very High,High,Very High,Very High,88,64,94,92
85481,36001014202,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1196,0.16304779,0.073474862,0.29484242,0.060155418,Very High,Very High,Very High,Very High,98,96,98,100,Very High,Very High,Very High,Very High,96,95,98,99,Very High,Very High,Very High,Very High,97,83,94,99
85482,36001014203,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1237,0.14105079,0.075077824,0.25971377,0.053806096,Very High,Very High,Very High,Very High,96,97,95,98,Very High,Very High,Very High,Very High,94,96,96,98,Very High,Very High,Very High,Very High,92,87,88,95
85483,36001014203,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1649,0.18060093,0.09277638,0.30961326,0.06586872,Very High,Very High,Very High,Very High,99,100,99,100,Very High,Very High,Very High,Very High,98,100,99,100,Very High,Very High,Very High,Very High,100,98,98,100
85484,36001014301,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,606,0.047718599,0.023936355,0.1101107,0.020636335,High,Moderate,High,High,76,54,67,70,High,Low,High,High,72,30,72,70,Moderate,Low,Moderate,Low,45,27,43,36
85485,36001014301,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,598,0.048218273,0.042572685,0.14427814,0.026650727,High,High,High,High,76,73,74,76,High,Moderate,High,High,72,58,78,76,Moderate,Moderate,Moderate,Moderate,45,42,50,48
85486,36001014302,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,2120,0.10974365,0.076012246,0.31183919,0.056510296,Very High,Very High,Very High,Very High,92,97,99,99,Very High,Very High,Very High,Very High,91,97,99,99,High,Very High,Very High,Very High,76,89,99,97
85487,36001014302,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,2128,0.12521806,0.073595241,0.30888757,0.057620406,Very High,Very High,Very High,Very High,94,96,99,99,Very High,Very High,Very High,Very High,92,95,99,99,Very High,Very High,Very High,Very High,87,84,97,97
85488,36001014401,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,824,0.029670492,0.023321655,0.055181727,0.012183409,High,Moderate,Moderate,Moderate,69,53,56,60,High,Low,High,High,64,30,62,61,Low,Low,Low,Low,34,26,31,29
85489,36001014401,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,778,0.026737887,0.032060191,0.14213382,0.022907825,High,High,High,High,68,63,74,72,High,Moderate,High,High,63,42,78,72,Low,Low,Moderate,Moderate,34,33,50,41
85490,36001014402,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,822,0.013382229,0.026606735,0.059399836,0.011223074,High,Moderate,Moderate,Moderate,62,57,57,59,Moderate,Low,High,Moderate,57,34,63,60,Low,Low,Low,Low,28,30,32,28
85491,36001014402,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,676,0.032248609,0.038807653,0.038793877,0.012209143,High,High,Moderate,Moderate,70,70,52,60,High,Moderate,Moderate,High,66,52,59,61,Low,Low,Low,Low,36,38,28,29
85492,36001014501,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,439,0.072097436,0.059345301,0.19286722,0.036729816,Very High,Very High,Very High,Very High,84,88,84,86,Very High,Very High,Very High,Very High,82,83,87,87,Moderate,High,High,High,57,64,65,62
85493,36001014501,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,460,0.061321501,0.07778544,0.32965291,0.053418659,Very High,Very High,Very High,Very High,81,98,100,98,High,Very High,Very High,Very High,78,97,100,97,Moderate,Very High,Very High,Very High,52,91,100,92
85494,36001014502,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,895,0.07104636,0.045202371,0.12642764,0.027377009,Very High,High,High,High,83,76,71,77,Very High,High,High,High,82,62,74,77,Moderate,Moderate,Moderate,Moderate,56,44,46,48
85495,36001014502,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,721,0.090206034,0.073438331,0.25309688,0.047240455,Very High,Very High,Very High,Very High,88,96,94,94,Very High,Very High,Very High,Very High,87,95,96,94,High,Very High,Very High,Very High,64,83,88,83
85496,36001014503,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,727,0.077283695,0.070727557,0.23538798,0.043462556,Very High,Very High,Very High,Very High,85,95,91,92,Very High,Very High,Very High,Very High,84,93,93,92,Moderate,High,High,High,59,79,78,78
85497,36001014503,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,679,0.061025135,0.085360438,0.23241308,0.042875912,Very High,Very High,Very High,Very High,81,99,91,91,High,Very High,Very High,Very High,78,99,93,92,Moderate,Very High,High,High,52,95,78,76
85498,36001014606,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,743,0.10301561,0.088809915,0.28284064,0.053753596,Very High,Very High,Very High,Very High,91,100,97,98,Very High,Very High,Very High,Very High,90,100,98,98,High,Very High,Very High,Very High,71,98,94,95
85499,36001014606,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,831,0.11575386,0.062579855,0.18933904,0.041489869,Very High,Very High,Very High,Very High,93,91,84,90,Very High,Very High,Very High,Very High,91,86,86,91,Very High,High,High,High,81,66,63,71
85500,36001014607,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1988,0.10622019,0.073079728,0.28123355,0.052247077,Very High,Very High,Very High,Very High,92,96,97,97,Very High,Very High,Very High,Very High,90,95,98,97,High,Very High,Very High,Very High,73,82,93,91
85501,36001014607,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,2007,0.11877965,0.067719288,0.26392353,0.051050805,Very High,Very High,Very High,Very High,94,94,95,97,Very High,Very High,Very High,Very High,92,90,97,97,Very High,High,Very High,Very High,84,74,90,91
85502,36001014608,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,541,0.097967118,0.096800543,0.19875471,0.044260446,Very High,Very High,Very High,Very High,90,100,85,92,Very High,Very High,Very High,Very High,89,100,88,93,High,Very High,High,High,71,100,67,78
85503,36001014608,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,367,0.097619347,0.05727952,0.15549755,0.034982804,Very High,Very High,High,Very High,90,87,77,85,Very High,High,High,Very High,89,80,80,85,High,High,Moderate,Moderate,71,62,54,58
85504,36001014609,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,441,0.094708972,0.067808039,0.14003249,0.03398164,Very High,Very High,High,Very High,89,94,74,84,Very High,Very High,High,Very High,88,91,77,83,High,High,Moderate,Moderate,68,75,50,57
85505,36001014609,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,739,0.071993016,0.068626724,0.20704664,0.03935596,Very High,Very High,Very High,Very High,84,94,87,89,Very High,Very High,Very High,Very High,82,91,89,89,Moderate,High,High,High,56,76,70,66
85506,36001014611,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,460,0.10542006,0.075937755,0.23843046,0.047481641,Very High,Very High,Very High,Very High,91,97,92,95,Very High,Very High,Very High,Very High,90,97,94,95,High,Very High,High,Very High,72,89,79,84
85507,36001014611,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,489,0.095547445,0.082456581,0.26294076,0.049936127,Very High,Very High,Very High,Very High,90,99,95,96,Very High,Very High,Very High,Very High,88,99,97,96,High,Very High,Very High,Very High,70,94,90,88
85508,36001014612,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,299,0.088733256,0.051468682,0.21061793,0.039796568,Very High,Very High,Very High,Very High,88,82,87,89,Very High,High,Very High,Very High,87,72,90,90,High,Moderate,High,High,62,51,73,66
85509,36001014612,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,385,0.12852934,0.075395927,0.17398389,0.042479061,Very High,Very High,Very High,Very High,95,97,81,91,Very High,Very High,Very High,Very High,93,96,84,92,Very High,Very High,Moderate,High,89,89,56,73
85510,36001014613,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,592,0.061604645,0.055074953,0.21199539,0.037341379,Very High,Very High,Very High,Very High,81,85,88,87,High,High,Very High,Very High,78,77,90,87,Moderate,Moderate,High,High,53,55,74,64
85511,36001014613,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,534,0.093844511,0.03949555,0.21318118,0.039385926,Very High,High,Very High,Very High,89,70,88,89,Very High,Moderate,Very High,Very High,88,53,91,89,High,Low,High,High,68,38,74,66
85512,36001014614,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1365,0.11179712,0.065859854,0.26289293,0.049961064,Very High,Very High,Very High,Very High,93,92,95,96,Very High,Very High,Very High,Very High,91,89,97,96,High,High,Very High,Very High,78,71,90,88
85513,36001014614,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,1169,0.10829266,0.06953083,0.18632066,0.041053358,Very High,Very High,Very High,Very High,92,95,83,90,Very High,Very High,Very High,Very High,90,92,86,91,High,High,High,High,74,76,62,70
85514,36001014615,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,274,0.1048585,0.023926655,0.26497281,0.044974066,Very High,Moderate,Very High,Very High,91,54,95,93,Very High,Low,Very High,Very High,90,30,97,93,High,Low,Very High,High,72,27,91,79
85515,36001014615,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,622,0.10424723,0.033827238,0.10383341,0.027207831,Very High,High,High,High,91,64,66,77,Very High,Moderate,High,High,90,45,71,76,High,Low,Moderate,Moderate,72,34,41,48
85516,36001014700,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,724,0.007086962,0.031049442,0.11997104,0.018048627,Moderate,High,High,High,58,61,69,67,Moderate,Moderate,High,High,53,41,73,67,Low,Low,Moderate,Low,26,32,46,35
85517,36001014700,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,596,0.01252953,0.036202878,0.24977824,0.03430463,High,High,Very High,Very High,61,67,93,84,Moderate,Moderate,Very High,Very High,57,48,95,84,Low,Low,Very High,Moderate,28,35,85,58
85518,36001014801,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,482,0.023851972,0.05841703,0.15509672,0.026901811,High,Very High,High,High,67,88,77,76,High,Very High,High,High,62,82,80,76,Low,High,Moderate,Moderate,33,63,54,48
85519,36001014801,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,571,-0.00472254,0.039555989,0.16839243,0.02328307,Moderate,High,High,High,52,70,79,72,Moderate,Moderate,Very High,High,47,53,83,72,Low,Low,Moderate,Moderate,23,38,56,42
85520,36001014802,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,340,0.036144853,0.028632425,-0.068659902,-0.000947434,High,Moderate,Low,Moderate,72,59,32,44,High,Low,Moderate,Moderate,67,37,43,48,Low,Low,Very Low,Low,38,31,18,23
85521,36001014802,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,344,-0.040438075,0.040941894,0.15481034,0.017901413,Low,High,High,High,30,72,77,66,Low,Moderate,High,High,29,55,80,67,Very Low,Low,Moderate,Low,16,40,54,35
85522,36001014803,2010,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,604,0.028667577,0.06079708,0.20651373,0.033670958,High,Very High,Very High,Very High,69,89,87,83,High,Very High,Very High,Very High,64,84,89,83,Low,High,High,Moderate,34,65,70,57
85523,36001014803,2015,1,10580,"Albany-Schenectady-Troy, NY Metro Area",36001,36,NY,551,-0.047614932,0.057179242,0.18378884,0.022208007,Low,Very High,Very High,High,26,87,82,71,Low,High,Very High,High,27,80,85,71,Very Low,Moderate,Moderate,Low,14,60,59,39
85524,36003950100,2010,,,,36003,36,NY,559,-0.014088133,0.016311415,0.033084989,0.004028278,Moderate,Moderate,Moderate,Moderate,46,46,51,50,Moderate,Low,Moderate,Moderate,42,21,58,53,,,,,,,,
85525,36003950100,2015,,,,36003,36,NY,622,-0.000286748,0.040735304,0.006817998,0.005096193,Moderate,High,Moderate,Moderate,54,71,46,51,Moderate,Moderate,Moderate,Moderate,50,55,54,54,,,,,,,,
85526,36003950300,2010,,,,36003,36,NY,1018,0.01676641,-0.005139037,0.035325315,0.005417678,High,Low,Moderate,Moderate,63,28,52,52,Moderate,Very Low,Moderate,Moderate,59,9,59,55,,,,,,,,
85527,36003950300,2015,,,,36003,36,NY,1083,0.000380097,0.020359488,0.024829349,0.005097833,Moderate,Moderate,Moderate,Moderate,55,50,50,51,Moderate,Low,Moderate,Moderate,50,25,57,54,,,,,,,,
85528,36003950400,2010,,,,36003,36,NY,704,-0.012359287,0.023784693,0.065219864,0.008754216,Moderate,Moderate,Moderate,Moderate,48,54,58,56,Moderate,Low,High,Moderate,43,30,64,58,,,,,,,,
85529,36003950400,2015,,,,36003,36,NY,906,-0.013947275,0.012576431,0.020822454,0.00221941,Moderate,Moderate,Moderate,Moderate,47,43,49,48,Moderate,Very Low,Moderate,Moderate,42,18,56,51,,,,,,,,
85530,36003950500,2010,,,,36003,36,NY,832,-0.001611401,0.029855417,0.091757439,0.013676648,Moderate,Moderate,High,High,54,60,63,62,Moderate,Low,High,High,49,39,69,63,,,,,,,,
85531,36003950500,2015,,,,36003,36,NY,776,-0.023987534,0.031899977,-0.022487337,-0.001874512,Low,High,Low,Moderate,40,62,40,43,Low,Moderate,Moderate,Moderate,37,42,49,47,,,,,,,,
85532,36003950600,2010,,,,36003,36,NY,1054,-0.011772607,0.004492844,-0.10131121,-0.012613263,Moderate,Low,Low,Low,48,36,27,31,Moderate,Very Low,Low,Low,43,13,38,36,,,,,,,,
85533,36003950600,2015,,,,36003,36,NY,805,-0.02787903,0.029680748,-0.156036,-0.01808222,Low,Moderate,Very Low,Low,38,60,20,26,Low,Low,Low,Low,35,39,30,31,,,,,,,,
85534,36003950700,2010,,,,36003,36,NY,860,-0.005030583,0.066766545,-0.093564853,-0.004340157,Moderate,Very High,Low,Low,52,93,28,40,Moderate,Very High,Low,Moderate,47,90,39,44,,,,,,,,
85535,36003950700,2015,,,,36003,36,NY,595,-0.004736742,0.021763535,-0.029033158,-0.001586559,Moderate,Moderate,Low,Moderate,52,52,39,43,Moderate,Low,Moderate,Moderate,47,27,48,47,,,,,,,,
85536,36003950800,2010,,,,36003,36,NY,776,0.058639921,0.024685146,0.08356782,0.018834572,High,Moderate,High,High,80,55,62,67,High,Low,High,High,77,31,67,68,,,,,,,,
85537,36003950800,2015,,,,36003,36,NY,531,0.03583017,0.024040317,0.019304028,0.0087657,High,Moderate,Moderate,Moderate,72,54,48,56,High,Low,Moderate,Moderate,67,30,56,58,,,,,,,,
85538,36003950900,2010,,,,36003,36,NY,854,0.003501168,0.05272026,0.01796684,0.008087651,Moderate,Very High,Moderate,Moderate,56,83,48,55,Moderate,High,Moderate,Moderate,51,73,56,57,,,,,,,,
85539,36003950900,2015,,,,36003,36,NY,848,-0.004748848,0.034856532,0.029341992,0.006598514,Moderate,High,Moderate,Moderate,52,65,50,53,Moderate,Moderate,Moderate,Moderate,47,46,58,56,,,,,,,,
85540,36003951000,2010,,,,36003,36,NY,765,-0.017706761,0.051578715,-0.047067914,-0.001946702,Moderate,Very High,Low,Moderate,44,82,36,43,Moderate,High,Moderate,Moderate,41,72,46,47,,,,,,,,
85541,36003951000,2015,,,,36003,36,NY,721,-0.001914014,0.003785809,3.21586E-06,0.000191601,Moderate,Low,Moderate,Moderate,53,35,45,45,Moderate,Very Low,Moderate,Moderate,49,13,53,49,,,,,,,,
85542,36003951100,2010,,,,36003,36,NY,977,-0.028195746,0.045284797,-0.032622904,-0.00209503,Low,High,Low,Moderate,38,76,38,43,Low,High,Moderate,Moderate,35,62,48,47,,,,,,,,
85543,36003951100,2015,,,,36003,36,NY,733,-0.016736362,0.018836405,-0.077542186,-0.008869745,Moderate,Moderate,Low,Low,45,49,31,35,Moderate,Low,Moderate,Low,41,24,41,40,,,,,,,,
85544,36003951200,2010,,,,36003,36,NY,1167,-0.021819938,0.03213048,0.028907012,0.004370524,Moderate,High,Moderate,Moderate,42,63,50,50,Low,Moderate,Moderate,Moderate,38,42,58,53,,,,,,,,
85545,36003951200,2015,,,,36003,36,NY,1168,-0.043148417,0.041016541,-0.038386583,-0.004873028,Low,High,Low,Low,29,72,37,39,Low,Moderate,Moderate,Moderate,28,55,47,44,,,,,,,,
85546,36003951300,2010,,,,36003,36,NY,949,-0.012686931,0.022381987,-0.021838648,-0.001562448,Moderate,Moderate,Low,Moderate,47,53,40,43,Moderate,Low,Moderate,Moderate,43,28,50,47,,,,,,,,
85547,36003951300,2015,,,,36003,36,NY,904,-0.025988303,0.004943416,0.002699637,-0.002032979,Low,Low,Moderate,Moderate,39,36,45,43,Low,Very Low,Moderate,Moderate,36,13,53,47,,,,,,,,
85548,36005000200,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1161,-0.070494466,-0.002167628,-0.17779969,-0.028715126,Very Low,Low,Very Low,Very Low,15,30,17,17,Very Low,Very Low,Low,Low,18,10,28,23,Very Low,Very Low,Low,Low,18,10,27,22
85549,36005000200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1061,-0.012613918,0.036519978,-0.23434211,-0.024779497,Moderate,High,Very Low,Very Low,47,67,12,20,Moderate,Moderate,Low,Low,43,49,22,26,Low,Moderate,Low,Low,38,47,21,25
85550,36005000400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1214,-0.040536635,0.000659099,-0.14067692,-0.02078229,Low,Low,Low,Low,30,33,22,23,Low,Very Low,Low,Low,29,11,32,29,Low,Very Low,Low,Low,29,11,31,29
85551,36005000400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1225,0.012289447,0.042978842,-0.1875283,-0.015891207,High,High,Very Low,Low,61,74,16,28,Moderate,Moderate,Low,Low,56,58,27,33,Moderate,Moderate,Low,Low,48,55,26,33
